SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_5342	LIG1	CGS001-3978	A549	96 h	1
LINCSKD_5343	LIG3	CGS001-3980	A549	96 h	1
LINCSKD_5344	LIMK2	CGS001-3985	A549	96 h	1
LINCSKD_5345	LIN28A	CGS001-79727	A549	96 h	1
LINCSKD_5346	LIN28B	CGS001-389421	A549	96 h	1
LINCSKD_5347	LIPA	CGS001-3988	A549	96 h	1
LINCSKD_5348	LIPH	CGS001-200879	A549	96 h	1
LINCSKD_5349	LIPT1	CGS001-51601	A549	96 h	1
LINCSKD_5350	LMAN1	CGS001-3998	A549	96 h	1
LINCSKD_5351	LMNA	CGS001-4000	A549	96 h	1
LINCSKD_5352	LMNB2	CGS001-84823	A549	96 h	1
LINCSKD_5353	LMO4	CGS001-8543	A549	96 h	1
LINCSKD_5354	LOXL1	CGS001-4016	A549	96 h	1
LINCSKD_5355	LPAR1	CGS001-1902	A549	96 h	1
LINCSKD_5356	LPAR2	CGS001-9170	A549	96 h	1
LINCSKD_5357	LPAR3	CGS001-23566	A549	96 h	1
LINCSKD_5358	LPAR5	CGS001-57121	A549	96 h	1
LINCSKD_5359	LPAR6	CGS001-10161	A549	96 h	1
LINCSKD_5360	LPGAT1	CGS001-9926	A549	96 h	1
LINCSKD_5361	LPHN1	CGS001-22859	A549	96 h	1
LINCSKD_5362	LPHN2	CGS001-23266	A549	96 h	1
LINCSKD_5363	LPL	CGS001-4023	A549	96 h	1
LINCSKD_5364	LPXN	CGS001-9404	A549	96 h	1
LINCSKD_5365	LRP10	CGS001-26020	A549	96 h	1
LINCSKD_5366	LRP4	CGS001-4038	A549	96 h	1
LINCSKD_5367	LRPAP1	CGS001-4043	A549	96 h	1
LINCSKD_5368	LRPPRC	CGS001-10128	A549	96 h	1
LINCSKD_5369	LRRC16A	CGS001-55604	A549	96 h	1
LINCSKD_5370	LRRC18	CGS001-474354	A549	96 h	1
LINCSKD_5371	LRRC32	CGS001-2615	A549	96 h	1
LINCSKD_5372	LRRC40	CGS001-55631	A549	96 h	1
LINCSKD_5373	LRRC41	CGS001-10489	A549	96 h	1
LINCSKD_5374	LRRC59	CGS001-55379	A549	96 h	1
LINCSKD_5375	LRRK2	CGS001-120892	A549	96 h	1
LINCSKD_5376	LRSAM1	CGS001-90678	A549	96 h	1
LINCSKD_5377	LSM2	CGS001-57819	A549	96 h	1
LINCSKD_5378	LSM5	CGS001-23658	A549	96 h	1
LINCSKD_5379	LSM6	CGS001-11157	A549	96 h	1
LINCSKD_5380	LSP1	CGS001-4046	A549	96 h	1
LINCSKD_5381	LSR	CGS001-51599	A549	96 h	1
LINCSKD_5382	LSS	CGS001-4047	A549	96 h	1
LINCSKD_5383	LTA4H	CGS001-4048	A549	96 h	1
LINCSKD_5384	LTBR	CGS001-4055	A549	96 h	1
LINCSKD_5385	LYN	CGS001-4067	A549	96 h	1
LINCSKD_5386	LYPD3	CGS001-27076	A549	96 h	1
LINCSKD_5387	LYPLA1	CGS001-10434	A549	96 h	1
LINCSKD_5388	LYRM1	CGS001-57149	A549	96 h	1
LINCSKD_5389	LYZ	CGS001-4069	A549	96 h	1
LINCSKD_5390	LZIC	CGS001-84328	A549	96 h	1
LINCSKD_5391	M6PR	CGS001-4074	A549	96 h	1
LINCSKD_5392	MACF1	CGS001-23499	A549	96 h	1
LINCSKD_5393	MAD2L1BP	CGS001-9587	A549	96 h	1
LINCSKD_5394	MAF	CGS001-4094	A549	96 h	1
LINCSKD_5395	MAFG	CGS001-4097	A549	96 h	1
LINCSKD_5396	MAGED1	CGS001-9500	A549	96 h	1
LINCSKD_5397	MALT1	CGS001-10892	A549	96 h	1
LINCSKD_5398	MAMLD1	CGS001-10046	A549	96 h	1
LINCSKD_5399	MAN1A1	CGS001-4121	A549	96 h	1
LINCSKD_5400	MAN2A2	CGS001-4122	A549	96 h	1
LINCSKD_5401	MAN2B1	CGS001-4125	A549	96 h	1
LINCSKD_5402	MAOB	CGS001-4129	A549	96 h	1
LINCSKD_5403	MAP2K1	CGS001-5604	A549	96 h	1
LINCSKD_5404	MAP2K2	CGS001-5605	A549	96 h	1
LINCSKD_5405	MAP2K3	CGS001-5606	A549	96 h	1
LINCSKD_5406	MAP2K4	CGS001-6416	A549	96 h	1
LINCSKD_5407	MAP2K5	CGS001-5607	A549	96 h	1
LINCSKD_5408	MAP2K6	CGS001-5608	A549	96 h	1
LINCSKD_5409	MAP3K1	CGS001-4214	A549	96 h	1
LINCSKD_5410	MAP3K14	CGS001-9020	A549	96 h	1
LINCSKD_5411	MAP3K4	CGS001-4216	A549	96 h	1
LINCSKD_5412	MAP3K5	CGS001-4217	A549	96 h	1
LINCSKD_5413	MAP3K7	CGS001-6885	A549	96 h	1
LINCSKD_5414	MAP3K8	CGS001-1326	A549	96 h	1
LINCSKD_5415	MAP4K3	CGS001-8491	A549	96 h	1
LINCSKD_5416	MAP4K4	CGS001-9448	A549	96 h	1
LINCSKD_5417	MAP7	CGS001-9053	A549	96 h	1
LINCSKD_5418	MAPK1	CGS001-5594	A549	96 h	1
LINCSKD_5419	MAPK12	CGS001-6300	A549	96 h	1
LINCSKD_5420	MAPK13	CGS001-5603	A549	96 h	1
LINCSKD_5421	MAPK14	CGS001-1432	A549	96 h	1
LINCSKD_5422	MAPK1IP1L	CGS001-93487	A549	96 h	1
LINCSKD_5423	MAPK8	CGS001-5599	A549	96 h	1
LINCSKD_5424	MAPK9	CGS001-5601	A549	96 h	1
LINCSKD_5425	MAPKAP1	CGS001-79109	A549	96 h	1
LINCSKD_5426	MAPKAPK2	CGS001-9261	A549	96 h	1
LINCSKD_5427	MAPKAPK3	CGS001-7867	A549	96 h	1
LINCSKD_5428	MAPKAPK5	CGS001-8550	A549	96 h	1
LINCSKD_5429	MARK4	CGS001-57787	A549	96 h	1
LINCSKD_5430	MARS	CGS001-4141	A549	96 h	1
LINCSKD_5431	MAS1L	CGS001-116511	A549	96 h	1
LINCSKD_5432	MAST2	CGS001-23139	A549	96 h	1
LINCSKD_5433	MAST4	CGS001-375449	A549	96 h	1
LINCSKD_5434	MASTL	CGS001-84930	A549	96 h	1
LINCSKD_5435	MAT1A	CGS001-4143	A549	96 h	1
LINCSKD_5436	MAT2A	CGS001-4144	A549	96 h	1
LINCSKD_5437	MAT2B	CGS001-27430	A549	96 h	1
LINCSKD_5438	MAX	CGS001-4149	A549	96 h	1
LINCSKD_5439	MB	CGS001-4151	A549	96 h	1
LINCSKD_5440	MBD6	CGS001-114785	A549	96 h	1
LINCSKD_5441	MBNL1	CGS001-4154	A549	96 h	1
LINCSKD_5442	MBNL2	CGS001-10150	A549	96 h	1
LINCSKD_5443	MBOAT7	CGS001-79143	A549	96 h	1
LINCSKD_5444	MBTPS1	CGS001-8720	A549	96 h	1
LINCSKD_5445	MCCC1	CGS001-56922	A549	96 h	1
LINCSKD_5446	MCCC2	CGS001-64087	A549	96 h	1
LINCSKD_5447	MCL1	CGS001-4170	A549	96 h	1
LINCSKD_5448	MCM2	CGS001-4171	A549	96 h	1
LINCSKD_5449	MCM3	CGS001-4172	A549	96 h	1
LINCSKD_5450	MCM4	CGS001-4173	A549	96 h	1
LINCSKD_5451	MCM5	CGS001-4174	A549	96 h	1
LINCSKD_5452	MCM6	CGS001-4175	A549	96 h	1
LINCSKD_5453	MCM7	CGS001-4176	A549	96 h	1
LINCSKD_5454	MCM8	CGS001-84515	A549	96 h	1
LINCSKD_5455	MCOLN1	CGS001-57192	A549	96 h	1
LINCSKD_5456	MCTS1	CGS001-28985	A549	96 h	1
LINCSKD_5457	MDH1	CGS001-4190	A549	96 h	1
LINCSKD_5458	MDH2	CGS001-4191	A549	96 h	1
LINCSKD_5459	MDM2	CGS001-4193	A549	96 h	1
LINCSKD_5460	MDM4	CGS001-4194	A549	96 h	1
LINCSKD_5461	ME1	CGS001-4199	A549	96 h	1
LINCSKD_5462	ME2	CGS001-4200	A549	96 h	1
LINCSKD_5463	ME3	CGS001-10873	A549	96 h	1
LINCSKD_5464	MECOM	CGS001-2122	A549	96 h	1
LINCSKD_5465	MECP2	CGS001-4204	A549	96 h	1
LINCSKD_5466	MED1	CGS001-5469	A549	96 h	1
LINCSKD_5467	MED12L	CGS001-116931	A549	96 h	1
LINCSKD_5468	MED15	CGS001-51586	A549	96 h	1
LINCSKD_5469	MED21	CGS001-9412	A549	96 h	1
LINCSKD_5470	MED26	CGS001-9441	A549	96 h	1
LINCSKD_5471	MED28	CGS001-80306	A549	96 h	1
LINCSKD_5472	MED4	CGS001-29079	A549	96 h	1
LINCSKD_5473	MED6	CGS001-10001	A549	96 h	1
LINCSKD_5474	MED7	CGS001-9443	A549	96 h	1
LINCSKD_5475	MEF2A	CGS001-4205	A549	96 h	1
LINCSKD_5476	MEF2C	CGS001-4208	A549	96 h	1
LINCSKD_5477	MEGF9	CGS001-1955	A549	96 h	1
LINCSKD_5478	MEIS2	CGS001-4212	A549	96 h	1
LINCSKD_5479	MELK	CGS001-9833	A549	96 h	1
LINCSKD_5480	MEN1	CGS001-4221	A549	96 h	1
LINCSKD_5481	MEOX2	CGS001-4223	A549	96 h	1
LINCSKD_5482	MERTK	CGS001-10461	A549	96 h	1
LINCSKD_5483	MESP1	CGS001-55897	A549	96 h	1
LINCSKD_5484	MEST	CGS001-4232	A549	96 h	1
LINCSKD_5485	MET	CGS001-4233	A549	96 h	1
LINCSKD_5486	METAP2	CGS001-10988	A549	96 h	1
LINCSKD_5487	METRN	CGS001-79006	A549	96 h	1
LINCSKD_5488	METTL1	CGS001-4234	A549	96 h	1
LINCSKD_5489	METTL14	CGS001-57721	A549	96 h	1
LINCSKD_5490	METTL4	CGS001-64863	A549	96 h	1
LINCSKD_5491	MEX3D	CGS001-399664	A549	96 h	1
LINCSKD_5492	MFHAS1	CGS001-9258	A549	96 h	1
LINCSKD_5493	MFSD10	CGS001-10227	A549	96 h	1
LINCSKD_5494	MGAT1	CGS001-4245	A549	96 h	1
LINCSKD_5495	MGAT4A	CGS001-11320	A549	96 h	1
LINCSKD_5496	MGLL	CGS001-11343	A549	96 h	1
LINCSKD_5497	MGMT	CGS001-4255	A549	96 h	1
LINCSKD_5498	MGST2	CGS001-4258	A549	96 h	1
LINCSKD_5499	MICALL1	CGS001-85377	A549	96 h	1
LINCSKD_5500	MIF	CGS001-4282	A549	96 h	1
LINCSKD_5501	MITF	CGS001-4286	A549	96 h	1
LINCSKD_5502	MIXL1	CGS001-83881	A549	96 h	1
LINCSKD_5503	MKI67IP	CGS001-84365	A549	96 h	1
LINCSKD_5504	MKNK1	CGS001-8569	A549	96 h	1
LINCSKD_5505	MKX	CGS001-283078	A549	96 h	1
LINCSKD_5506	MLEC	CGS001-9761	A549	96 h	1
LINCSKD_5507	MLH1	CGS001-4292	A549	96 h	1
LINCSKD_5508	MLL	CGS001-4297	A549	96 h	1
LINCSKD_5509	MLL3	CGS001-58508	A549	96 h	1
LINCSKD_5510	MLLT10	CGS001-8028	A549	96 h	1
LINCSKD_5511	MLLT11	CGS001-10962	A549	96 h	1
LINCSKD_5512	MLLT3	CGS001-4300	A549	96 h	1
LINCSKD_5513	MLLT6	CGS001-4302	A549	96 h	1
LINCSKD_5514	MLST8	CGS001-64223	A549	96 h	1
LINCSKD_5515	MLXIP	CGS001-22877	A549	96 h	1
LINCSKD_5516	MMEL1	CGS001-79258	A549	96 h	1
LINCSKD_5517	MMP1	CGS001-4312	A549	96 h	1
LINCSKD_5518	MMP2	CGS001-4313	A549	96 h	1
LINCSKD_5519	MMP7	CGS001-4316	A549	96 h	1
LINCSKD_5520	MNAT1	CGS001-4331	A549	96 h	1
LINCSKD_5521	MOK	CGS001-5891	A549	96 h	1
LINCSKD_5522	MORF4L1	CGS001-10933	A549	96 h	1
LINCSKD_5523	MORF4L2	CGS001-9643	A549	96 h	1
LINCSKD_5524	MPHOSPH9	CGS001-10198	A549	96 h	1
LINCSKD_5525	MPI	CGS001-4351	A549	96 h	1
LINCSKD_5526	MPL	CGS001-4352	A549	96 h	1
LINCSKD_5527	MPZL1	CGS001-9019	A549	96 h	1
LINCSKD_5528	MRGPRD	CGS001-116512	A549	96 h	1
LINCSKD_5529	MRGPRF	CGS001-116535	A549	96 h	1
LINCSKD_5530	MRGPRX1	CGS001-259249	A549	96 h	1
LINCSKD_5531	MRGPRX2	CGS001-117194	A549	96 h	1
LINCSKD_5532	MRGPRX3	CGS001-117195	A549	96 h	1
LINCSKD_5533	MRGPRX4	CGS001-117196	A549	96 h	1
LINCSKD_5534	MRPL12	CGS001-6182	A549	96 h	1
LINCSKD_5535	MRPL18	CGS001-29074	A549	96 h	1
LINCSKD_5536	MRPL19	CGS001-9801	A549	96 h	1
LINCSKD_5537	MRPS16	CGS001-51021	A549	96 h	1
LINCSKD_5538	MRPS2	CGS001-51116	A549	96 h	1
LINCSKD_5539	MSH2	CGS001-4436	A549	96 h	1
LINCSKD_5540	MSH5	CGS001-4439	A549	96 h	1
LINCSKD_5541	MSH6	CGS001-2956	A549	96 h	1
LINCSKD_5542	MSL3	CGS001-10943	A549	96 h	1
LINCSKD_5543	MSMO1	CGS001-6307	A549	96 h	1
LINCSKD_5544	MSRA	CGS001-4482	A549	96 h	1
LINCSKD_5545	MSRB2	CGS001-22921	A549	96 h	1
LINCSKD_5546	MST1	CGS001-4485	A549	96 h	1
LINCSKD_5547	MST1R	CGS001-4486	A549	96 h	1
LINCSKD_5548	MSX1	CGS001-4487	A549	96 h	1
LINCSKD_5549	MSX2	CGS001-4488	A549	96 h	1
LINCSKD_5550	MTA1	CGS001-9112	A549	96 h	1
LINCSKD_5551	MTA3	CGS001-57504	A549	96 h	1
LINCSKD_5552	MTAP	CGS001-4507	A549	96 h	1
LINCSKD_5553	MTERFD1	CGS001-51001	A549	96 h	1
LINCSKD_5554	MTF2	CGS001-22823	A549	96 h	1
LINCSKD_5555	MTFR1	CGS001-9650	A549	96 h	1
LINCSKD_5556	MTHFD1	CGS001-4522	A549	96 h	1
LINCSKD_5557	MTHFD2	CGS001-10797	A549	96 h	1
LINCSKD_5558	MTOR	CGS001-2475	A549	96 h	1
LINCSKD_5559	MTR	CGS001-4548	A549	96 h	1
LINCSKD_5560	MTRR	CGS001-4552	A549	96 h	1
LINCSKD_5561	MTSS1	CGS001-9788	A549	96 h	1
LINCSKD_5562	MTTP	CGS001-4547	A549	96 h	1
LINCSKD_5563	MTX2	CGS001-10651	A549	96 h	1
LINCSKD_5564	MUT	CGS001-4594	A549	96 h	1
LINCSKD_5565	MVP	CGS001-9961	A549	96 h	1
LINCSKD_5566	MXD3	CGS001-83463	A549	96 h	1
LINCSKD_5567	MXD4	CGS001-10608	A549	96 h	1
LINCSKD_5568	MXI1	CGS001-4601	A549	96 h	1
LINCSKD_5569	MYB	CGS001-4602	A549	96 h	1
LINCSKD_5570	MYBL2	CGS001-4605	A549	96 h	1
LINCSKD_5571	MYC	CGS001-4609	A549	96 h	1
LINCSKD_5572	MYCBP	CGS001-26292	A549	96 h	1
LINCSKD_5573	MYCBP2	CGS001-23077	A549	96 h	1
LINCSKD_5574	MYCL1	CGS001-4610	A549	96 h	1
LINCSKD_5575	MYCN	CGS001-4613	A549	96 h	1
LINCSKD_5576	MYD88	CGS001-4615	A549	96 h	1
LINCSKD_5577	MYL6	CGS001-4637	A549	96 h	1
LINCSKD_5578	MYL6B	CGS001-140465	A549	96 h	1
LINCSKD_5579	MYL9	CGS001-10398	A549	96 h	1
LINCSKD_5580	MYLIP	CGS001-29116	A549	96 h	1
LINCSKD_5581	MYLK	CGS001-4638	A549	96 h	1
LINCSKD_5582	MYNN	CGS001-55892	A549	96 h	1
LINCSKD_5583	MYO10	CGS001-4651	A549	96 h	1
LINCSKD_5584	NAA25	CGS001-80018	A549	96 h	1
LINCSKD_5585	NAA50	CGS001-80218	A549	96 h	1
LINCSKD_5586	NAB1	CGS001-4664	A549	96 h	1
LINCSKD_5587	NAB2	CGS001-4665	A549	96 h	1
LINCSKD_5588	NADSYN1	CGS001-55191	A549	96 h	1
LINCSKD_5589	NAE1	CGS001-8883	A549	96 h	1
LINCSKD_5590	NAGA	CGS001-4668	A549	96 h	1
LINCSKD_5591	NAGK	CGS001-55577	A549	96 h	1
LINCSKD_5592	NAGPA	CGS001-51172	A549	96 h	1
LINCSKD_5593	NAMPT	CGS001-10135	A549	96 h	1
LINCSKD_5594	NARFL	CGS001-64428	A549	96 h	1
LINCSKD_5595	NARS	CGS001-4677	A549	96 h	1
LINCSKD_5596	NASP	CGS001-4678	A549	96 h	1
LINCSKD_5597	NAT10	CGS001-55226	A549	96 h	1
LINCSKD_5598	NAT1	CGS001-9	A549	96 h	1
LINCSKD_5599	NBN	CGS001-4683	A549	96 h	1
LINCSKD_5600	NBR1	CGS001-4077	A549	96 h	1
LINCSKD_5601	NCAPD2	CGS001-9918	A549	96 h	1
LINCSKD_5602	NCF2	CGS001-4688	A549	96 h	1
LINCSKD_5603	NCL	CGS001-4691	A549	96 h	1
LINCSKD_5604	NCOA3	CGS001-8202	A549	96 h	1
LINCSKD_5605	NCOR2	CGS001-9612	A549	96 h	1
LINCSKD_5606	NDFIP1	CGS001-80762	A549	96 h	1
LINCSKD_5607	NDRG1	CGS001-10397	A549	96 h	1
LINCSKD_5608	NDUFA1	CGS001-4694	A549	96 h	1
LINCSKD_5609	NDUFA13	CGS001-51079	A549	96 h	1
LINCSKD_5610	NDUFA2	CGS001-4695	A549	96 h	1
LINCSKD_5611	NDUFA3	CGS001-4696	A549	96 h	1
LINCSKD_5612	NDUFA4	CGS001-4697	A549	96 h	1
LINCSKD_5613	NDUFA5	CGS001-4698	A549	96 h	1
LINCSKD_5614	NDUFA6	CGS001-4700	A549	96 h	1
LINCSKD_5615	NDUFA7	CGS001-4701	A549	96 h	1
LINCSKD_5616	NDUFA8	CGS001-4702	A549	96 h	1
LINCSKD_5617	NDUFA9	CGS001-4704	A549	96 h	1
LINCSKD_5618	NDUFAB1	CGS001-4706	A549	96 h	1
LINCSKD_5619	NDUFAF4	CGS001-29078	A549	96 h	1
LINCSKD_5620	NDUFB1	CGS001-4707	A549	96 h	1
LINCSKD_5621	NDUFB2	CGS001-4708	A549	96 h	1
LINCSKD_5622	NDUFB4	CGS001-4710	A549	96 h	1
LINCSKD_5623	NDUFB5	CGS001-4711	A549	96 h	1
LINCSKD_5624	NDUFB6	CGS001-4712	A549	96 h	1
LINCSKD_5625	NDUFB7	CGS001-4713	A549	96 h	1
LINCSKD_5626	NDUFB8	CGS001-4714	A549	96 h	1
LINCSKD_5627	NDUFC1	CGS001-4717	A549	96 h	1
LINCSKD_5628	NDUFC2	CGS001-4718	A549	96 h	1
LINCSKD_5629	NDUFS1	CGS001-4719	A549	96 h	1
LINCSKD_5630	NDUFS2	CGS001-4720	A549	96 h	1
LINCSKD_5631	NDUFS3	CGS001-4722	A549	96 h	1
LINCSKD_5632	NDUFS4	CGS001-4724	A549	96 h	1
LINCSKD_5633	NDUFS6	CGS001-4726	A549	96 h	1
LINCSKD_5634	NDUFS7	CGS001-374291	A549	96 h	1
LINCSKD_5635	NDUFS8	CGS001-4728	A549	96 h	1
LINCSKD_5636	NDUFV1	CGS001-4723	A549	96 h	1
LINCSKD_5637	NDUFV2	CGS001-4729	A549	96 h	1
LINCSKD_5638	NEDD4	CGS001-4734	A549	96 h	1
LINCSKD_5639	NEK2	CGS001-4751	A549	96 h	1
LINCSKD_5640	NEK6	CGS001-10783	A549	96 h	1
LINCSKD_5641	NEK9	CGS001-91754	A549	96 h	1
LINCSKD_5642	NENF	CGS001-29937	A549	96 h	1
LINCSKD_5643	NET1	CGS001-10276	A549	96 h	1
LINCSKD_5644	NEU1	CGS001-4758	A549	96 h	1
LINCSKD_5645	NF1	CGS001-4763	A549	96 h	1
LINCSKD_5646	NFAT5	CGS001-10725	A549	96 h	1
LINCSKD_5647	NFATC2	CGS001-4773	A549	96 h	1
LINCSKD_5648	NFATC3	CGS001-4775	A549	96 h	1
LINCSKD_5649	NFE2L1	CGS001-4779	A549	96 h	1
LINCSKD_5650	NFE2L2	CGS001-4780	A549	96 h	1
LINCSKD_5651	NFIB	CGS001-4781	A549	96 h	1
LINCSKD_5652	NFIC	CGS001-4782	A549	96 h	1
LINCSKD_5653	NFIL3	CGS001-4783	A549	96 h	1
LINCSKD_5654	NFKB1	CGS001-4790	A549	96 h	1
LINCSKD_5655	NFKB2	CGS001-4791	A549	96 h	1
LINCSKD_5656	NFKBIA	CGS001-4792	A549	96 h	1
LINCSKD_5657	NFKBIB	CGS001-4793	A549	96 h	1
LINCSKD_5658	NFKBIE	CGS001-4794	A549	96 h	1
LINCSKD_5659	NFKBIL1	CGS001-4795	A549	96 h	1
LINCSKD_5660	NFRKB	CGS001-4798	A549	96 h	1
LINCSKD_5661	NFYB	CGS001-4801	A549	96 h	1
LINCSKD_5662	NGFR	CGS001-4804	A549	96 h	1
LINCSKD_5663	NGRN	CGS001-51335	A549	96 h	1
LINCSKD_5664	NIPBL	CGS001-25836	A549	96 h	1
LINCSKD_5665	NIPSNAP1	CGS001-8508	A549	96 h	1
LINCSKD_5666	NISCH	CGS001-11188	A549	96 h	1
LINCSKD_5667	NIT1	CGS001-4817	A549	96 h	1
LINCSKD_5668	NKIRAS1	CGS001-28512	A549	96 h	1
LINCSKD_5669	NKIRAS2	CGS001-28511	A549	96 h	1
LINCSKD_5670	NKX2-1	CGS001-7080	A549	96 h	1
LINCSKD_5671	NKX2-3	CGS001-159296	A549	96 h	1
LINCSKD_5672	NKX2-5	CGS001-1482	A549	96 h	1
LINCSKD_5673	NLK	CGS001-51701	A549	96 h	1
LINCSKD_5674	NME1	CGS001-4830	A549	96 h	1
LINCSKD_5675	NME4	CGS001-4833	A549	96 h	1
LINCSKD_5676	NME9	CGS001-347736	A549	96 h	1
LINCSKD_5677	NMI	CGS001-9111	A549	96 h	1
LINCSKD_5678	NMNAT2	CGS001-23057	A549	96 h	1
LINCSKD_5679	NMRAL1	CGS001-57407	A549	96 h	1
LINCSKD_5680	NMT1	CGS001-4836	A549	96 h	1
LINCSKD_5681	NMUR2	CGS001-56923	A549	96 h	1
LINCSKD_5682	NNMT	CGS001-4837	A549	96 h	1
LINCSKD_5683	NNT	CGS001-23530	A549	96 h	1
LINCSKD_5684	NOD1	CGS001-10392	A549	96 h	1
LINCSKD_5685	NOD2	CGS001-64127	A549	96 h	1
LINCSKD_5686	NOL3	CGS001-8996	A549	96 h	1
LINCSKD_5687	NOLC1	CGS001-9221	A549	96 h	1
LINCSKD_5688	NOS3	CGS001-4846	A549	96 h	1
LINCSKD_5689	NOSIP	CGS001-51070	A549	96 h	1
LINCSKD_5690	NOTCH1	CGS001-4851	A549	96 h	1
LINCSKD_5691	NOTCH2NL	CGS001-388677	A549	96 h	1
LINCSKD_5692	NOX1	CGS001-27035	A549	96 h	1
LINCSKD_5693	NPBWR1	CGS001-2831	A549	96 h	1
LINCSKD_5694	NPC1	CGS001-4864	A549	96 h	1
LINCSKD_5695	NPDC1	CGS001-56654	A549	96 h	1
LINCSKD_5696	NPEPL1	CGS001-79716	A549	96 h	1
LINCSKD_5697	NPEPPS	CGS001-9520	A549	96 h	1
LINCSKD_5698	NPFFR2	CGS001-10886	A549	96 h	1
LINCSKD_5699	NPM1	CGS001-4869	A549	96 h	1
LINCSKD_5700	NPRL2	CGS001-10641	A549	96 h	1
LINCSKD_5701	NPSR1	CGS001-387129	A549	96 h	1
LINCSKD_5702	NPTN	CGS001-27020	A549	96 h	1
LINCSKD_5703	NPY1R	CGS001-4886	A549	96 h	1
LINCSKD_5704	NQO1	CGS001-1728	A549	96 h	1
LINCSKD_5705	NQO2	CGS001-4835	A549	96 h	1
LINCSKD_5706	NR0B1	CGS001-190	A549	96 h	1
LINCSKD_5707	NR0B2	CGS001-8431	A549	96 h	1
LINCSKD_5708	NR1D2	CGS001-9975	A549	96 h	1
LINCSKD_5709	NR1H2	CGS001-7376	A549	96 h	1
LINCSKD_5710	NR1H3	CGS001-10062	A549	96 h	1
LINCSKD_5711	NR1H4	CGS001-9971	A549	96 h	1
LINCSKD_5712	NR2C1	CGS001-7181	A549	96 h	1
LINCSKD_5713	NR2C2	CGS001-7182	A549	96 h	1
LINCSKD_5714	NR2F1	CGS001-7025	A549	96 h	1
LINCSKD_5715	NR2F2	CGS001-7026	A549	96 h	1
LINCSKD_5716	NR2F6	CGS001-2063	A549	96 h	1
LINCSKD_5717	NR3C1	CGS001-2908	A549	96 h	1
LINCSKD_5718	NR4A2	CGS001-4929	A549	96 h	1
LINCSKD_5719	NR5A2	CGS001-2494	A549	96 h	1
LINCSKD_5720	NRAS	CGS001-4893	A549	96 h	1
LINCSKD_5721	NRBF2	CGS001-29982	A549	96 h	1
LINCSKD_5722	NRBP2	CGS001-340371	A549	96 h	1
LINCSKD_5723	NRG1	CGS001-3084	A549	96 h	1
LINCSKD_5724	NRIP1	CGS001-8204	A549	96 h	1
LINCSKD_5725	NRIP3	CGS001-56675	A549	96 h	1
LINCSKD_5726	NRP1	CGS001-8829	A549	96 h	1
LINCSKD_5727	NSA2	CGS001-10412	A549	96 h	1
LINCSKD_5728	NSD1	CGS001-64324	A549	96 h	1
LINCSKD_5729	NSDHL	CGS001-50814	A549	96 h	1
LINCSKD_5730	NSF	CGS001-4905	A549	96 h	1
LINCSKD_5731	NSFL1C	CGS001-55968	A549	96 h	1
LINCSKD_5732	NT5C2	CGS001-22978	A549	96 h	1
LINCSKD_5733	NT5DC2	CGS001-64943	A549	96 h	1
LINCSKD_5734	NT5E	CGS001-4907	A549	96 h	1
LINCSKD_5735	NTAN1	CGS001-123803	A549	96 h	1
LINCSKD_5736	NTRK1	CGS001-4914	A549	96 h	1
LINCSKD_5737	NTRK3	CGS001-4916	A549	96 h	1
LINCSKD_5738	NTSR1	CGS001-4923	A549	96 h	1
LINCSKD_5739	NUCB2	CGS001-4925	A549	96 h	1
LINCSKD_5740	NUCKS1	CGS001-64710	A549	96 h	1
LINCSKD_5741	NUDCD3	CGS001-23386	A549	96 h	1
LINCSKD_5742	NUDT14	CGS001-256281	A549	96 h	1
LINCSKD_5743	NUDT5	CGS001-11164	A549	96 h	1
LINCSKD_5744	NUDT9	CGS001-53343	A549	96 h	1
LINCSKD_5745	NUMA1	CGS001-4926	A549	96 h	1
LINCSKD_5746	NUMB	CGS001-8650	A549	96 h	1
LINCSKD_5747	NUP133	CGS001-55746	A549	96 h	1
LINCSKD_5748	NUP62	CGS001-23636	A549	96 h	1
LINCSKD_5749	NUP85	CGS001-79902	A549	96 h	1
LINCSKD_5750	NUP88	CGS001-4927	A549	96 h	1
LINCSKD_5751	NUP93	CGS001-9688	A549	96 h	1
LINCSKD_5752	NUSAP1	CGS001-51203	A549	96 h	1
LINCSKD_5753	NVL	CGS001-4931	A549	96 h	1
LINCSKD_5754	NXF1	CGS001-10482	A549	96 h	1
LINCSKD_5755	O3FAR1	CGS001-338557	A549	96 h	1
LINCSKD_5756	OAS1	CGS001-4938	A549	96 h	1
LINCSKD_5757	OAT	CGS001-4942	A549	96 h	1
LINCSKD_5758	OAZ1	CGS001-4946	A549	96 h	1
LINCSKD_5759	OAZ2	CGS001-4947	A549	96 h	1
LINCSKD_5760	ODC1	CGS001-4953	A549	96 h	1
LINCSKD_5761	OGDH	CGS001-4967	A549	96 h	1
LINCSKD_5762	OGFOD1	CGS001-55239	A549	96 h	1
LINCSKD_5763	OGG1	CGS001-4968	A549	96 h	1
LINCSKD_5764	OLIG3	CGS001-167826	A549	96 h	1
LINCSKD_5765	OPA1	CGS001-4976	A549	96 h	1
LINCSKD_5766	OPN4	CGS001-94233	A549	96 h	1
LINCSKD_5767	OPN5	CGS001-221391	A549	96 h	1
