SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_4917	GPX2	CGS001-2877	A549	96 h	1
LINCSKD_4918	GPX3	CGS001-2878	A549	96 h	1
LINCSKD_4919	GPX4	CGS001-2879	A549	96 h	1
LINCSKD_4920	GPX7	CGS001-2882	A549	96 h	1
LINCSKD_4921	GRB10	CGS001-2887	A549	96 h	1
LINCSKD_4922	GRB2	CGS001-2885	A549	96 h	1
LINCSKD_4923	GRB7	CGS001-2886	A549	96 h	1
LINCSKD_4924	GREB1	CGS001-9687	A549	96 h	1
LINCSKD_4925	GRHL3	CGS001-57822	A549	96 h	1
LINCSKD_4926	GRHPR	CGS001-9380	A549	96 h	1
LINCSKD_4927	GRIN3A	CGS001-116443	A549	96 h	1
LINCSKD_4928	GRK5	CGS001-2869	A549	96 h	1
LINCSKD_4929	GRK6	CGS001-2870	A549	96 h	1
LINCSKD_4930	GRN	CGS001-2896	A549	96 h	1
LINCSKD_4931	GRPR	CGS001-2925	A549	96 h	1
LINCSKD_4932	GRWD1	CGS001-83743	A549	96 h	1
LINCSKD_4933	GSDMB	CGS001-55876	A549	96 h	1
LINCSKD_4934	GSK3A	CGS001-2931	A549	96 h	1
LINCSKD_4935	GSK3B	CGS001-2932	A549	96 h	1
LINCSKD_4936	GSR	CGS001-2936	A549	96 h	1
LINCSKD_4937	GSS	CGS001-2937	A549	96 h	1
LINCSKD_4938	GSTM1	CGS001-2944	A549	96 h	1
LINCSKD_4939	GSTP1	CGS001-2950	A549	96 h	1
LINCSKD_4940	GSTT1	CGS001-2952	A549	96 h	1
LINCSKD_4941	GSTZ1	CGS001-2954	A549	96 h	1
LINCSKD_4942	GTDC1	CGS001-79712	A549	96 h	1
LINCSKD_4943	GTF2A1	CGS001-2957	A549	96 h	1
LINCSKD_4944	GTF2A2	CGS001-2958	A549	96 h	1
LINCSKD_4945	GTF2B	CGS001-2959	A549	96 h	1
LINCSKD_4946	GTF2E2	CGS001-2961	A549	96 h	1
LINCSKD_4947	GTF2F2	CGS001-2963	A549	96 h	1
LINCSKD_4948	GTF2H2	CGS001-2966	A549	96 h	1
LINCSKD_4949	GTF2H3	CGS001-2967	A549	96 h	1
LINCSKD_4950	GTF2I	CGS001-2969	A549	96 h	1
LINCSKD_4951	GTF3C2	CGS001-2976	A549	96 h	1
LINCSKD_4952	GTPBP8	CGS001-29083	A549	96 h	1
LINCSKD_4953	GUK1	CGS001-2987	A549	96 h	1
LINCSKD_4954	GUSB	CGS001-2990	A549	96 h	1
LINCSKD_4955	GYG1	CGS001-2992	A549	96 h	1
LINCSKD_4956	GYS1	CGS001-2997	A549	96 h	1
LINCSKD_4957	H2AFV	CGS001-94239	A549	96 h	1
LINCSKD_4958	HADH	CGS001-3033	A549	96 h	1
LINCSKD_4959	HADHA	CGS001-3030	A549	96 h	1
LINCSKD_4960	HADHB	CGS001-3032	A549	96 h	1
LINCSKD_4961	HAGH	CGS001-3029	A549	96 h	1
LINCSKD_4962	HAL	CGS001-3034	A549	96 h	1
LINCSKD_4963	HARS	CGS001-3035	A549	96 h	1
LINCSKD_4964	HAT1	CGS001-8520	A549	96 h	1
LINCSKD_4965	HAVCR1	CGS001-26762	A549	96 h	1
LINCSKD_4966	HAX1	CGS001-10456	A549	96 h	1
LINCSKD_4967	HBE1	CGS001-3046	A549	96 h	1
LINCSKD_4968	HBP1	CGS001-26959	A549	96 h	1
LINCSKD_4969	HCAR1	CGS001-27198	A549	96 h	1
LINCSKD_4970	HCFC1	CGS001-3054	A549	96 h	1
LINCSKD_4971	HCFC2	CGS001-29915	A549	96 h	1
LINCSKD_4972	HCN3	CGS001-57657	A549	96 h	1
LINCSKD_4973	HDAC10	CGS001-83933	A549	96 h	1
LINCSKD_4974	HDAC1	CGS001-3065	A549	96 h	1
LINCSKD_4975	HDAC11	CGS001-79885	A549	96 h	1
LINCSKD_4976	HDAC2	CGS001-3066	A549	96 h	1
LINCSKD_4977	HDAC3	CGS001-8841	A549	96 h	1
LINCSKD_4978	HDAC4	CGS001-9759	A549	96 h	1
LINCSKD_4979	HDAC5	CGS001-10014	A549	96 h	1
LINCSKD_4980	HDAC6	CGS001-10013	A549	96 h	1
LINCSKD_4981	HDAC7	CGS001-51564	A549	96 h	1
LINCSKD_4982	HDAC8	CGS001-55869	A549	96 h	1
LINCSKD_4983	HDHD1	CGS001-8226	A549	96 h	1
LINCSKD_4984	HEATR1	CGS001-55127	A549	96 h	1
LINCSKD_4985	HEBP1	CGS001-50865	A549	96 h	1
LINCSKD_4986	HERC6	CGS001-55008	A549	96 h	1
LINCSKD_4987	HERPUD1	CGS001-9709	A549	96 h	1
LINCSKD_4988	HES1	CGS001-3280	A549	96 h	1
LINCSKD_4989	HES5	CGS001-388585	A549	96 h	1
LINCSKD_4990	HEXB	CGS001-3074	A549	96 h	1
LINCSKD_4991	HEXIM1	CGS001-10614	A549	96 h	1
LINCSKD_4992	HEY1	CGS001-23462	A549	96 h	1
LINCSKD_4993	HFE	CGS001-3077	A549	96 h	1
LINCSKD_4994	HGS	CGS001-9146	A549	96 h	1
LINCSKD_4995	HHEX	CGS001-3087	A549	96 h	1
LINCSKD_4996	HIBADH	CGS001-11112	A549	96 h	1
LINCSKD_4997	HIC2	CGS001-23119	A549	96 h	1
LINCSKD_4998	HIF1A	CGS001-3091	A549	96 h	1
LINCSKD_4999	HIF1AN	CGS001-55662	A549	96 h	1
LINCSKD_5000	HIGD2A	CGS001-192286	A549	96 h	1
LINCSKD_5001	HINT1	CGS001-3094	A549	96 h	1
LINCSKD_5002	HIPK1	CGS001-204851	A549	96 h	1
LINCSKD_5003	HIST1H2AC	CGS001-8334	A549	96 h	1
LINCSKD_5004	HIST1H2BD	CGS001-3017	A549	96 h	1
LINCSKD_5005	HIST1H2BK	CGS001-85236	A549	96 h	1
LINCSKD_5006	HIST2H2BE	CGS001-8349	A549	96 h	1
LINCSKD_5007	HK1	CGS001-3098	A549	96 h	1
LINCSKD_5008	HLA-A	CGS001-3105	A549	96 h	1
LINCSKD_5009	HLA-DMA	CGS001-3108	A549	96 h	1
LINCSKD_5010	HLA-DMB	CGS001-3109	A549	96 h	1
LINCSKD_5011	HLA-DPA1	CGS001-3113	A549	96 h	1
LINCSKD_5012	HLA-DPB1	CGS001-3115	A549	96 h	1
LINCSKD_5013	HLA-DQA1	CGS001-3117	A549	96 h	1
LINCSKD_5014	HLA-DQB1	CGS001-3119	A549	96 h	1
LINCSKD_5015	HLA-DRA	CGS001-3122	A549	96 h	1
LINCSKD_5016	HLA-DRB1	CGS001-3123	A549	96 h	1
LINCSKD_5017	HLA-DRB3	CGS001-3125	A549	96 h	1
LINCSKD_5018	HLA-DRB4	CGS001-3126	A549	96 h	1
LINCSKD_5019	HLA-DRB5	CGS001-3127	A549	96 h	1
LINCSKD_5020	HLF	CGS001-3131	A549	96 h	1
LINCSKD_5021	HMBOX1	CGS001-79618	A549	96 h	1
LINCSKD_5022	HMG20B	CGS001-10362	A549	96 h	1
LINCSKD_5023	HMGA1	CGS001-3159	A549	96 h	1
LINCSKD_5024	HMGA2	CGS001-8091	A549	96 h	1
LINCSKD_5025	HMGB1	CGS001-3146	A549	96 h	1
LINCSKD_5026	HMGB2	CGS001-3148	A549	96 h	1
LINCSKD_5027	HMGB3	CGS001-3149	A549	96 h	1
LINCSKD_5028	HMGB4	CGS001-127540	A549	96 h	1
LINCSKD_5029	HMGCL	CGS001-3155	A549	96 h	1
LINCSKD_5030	HMGCR	CGS001-3156	A549	96 h	1
LINCSKD_5031	HMGCS1	CGS001-3157	A549	96 h	1
LINCSKD_5032	HMGCS2	CGS001-3158	A549	96 h	1
LINCSKD_5033	HMGN3	CGS001-9324	A549	96 h	1
LINCSKD_5034	HMGN4	CGS001-10473	A549	96 h	1
LINCSKD_5035	HMGN5	CGS001-79366	A549	96 h	1
LINCSKD_5036	HMMR	CGS001-3161	A549	96 h	1
LINCSKD_5037	HMOX1	CGS001-3162	A549	96 h	1
LINCSKD_5038	HMOX2	CGS001-3163	A549	96 h	1
LINCSKD_5039	HN1L	CGS001-90861	A549	96 h	1
LINCSKD_5040	HNF1B	CGS001-6928	A549	96 h	1
LINCSKD_5041	HNF4A	CGS001-3172	A549	96 h	1
LINCSKD_5042	HNF4G	CGS001-3174	A549	96 h	1
LINCSKD_5043	HNMT	CGS001-3176	A549	96 h	1
LINCSKD_5044	HOMER2	CGS001-9455	A549	96 h	1
LINCSKD_5045	HOMEZ	CGS001-57594	A549	96 h	1
LINCSKD_5046	HOOK2	CGS001-29911	A549	96 h	1
LINCSKD_5047	HOPX	CGS001-84525	A549	96 h	1
LINCSKD_5048	HORMAD2	CGS001-150280	A549	96 h	1
LINCSKD_5049	HOXA10	CGS001-3206	A549	96 h	1
LINCSKD_5050	HOXA1	CGS001-3198	A549	96 h	1
LINCSKD_5051	HOXA2	CGS001-3199	A549	96 h	1
LINCSKD_5052	HOXA5	CGS001-3202	A549	96 h	1
LINCSKD_5053	HOXA6	CGS001-3203	A549	96 h	1
LINCSKD_5054	HOXA9	CGS001-3205	A549	96 h	1
LINCSKD_5055	HOXB13	CGS001-10481	A549	96 h	1
LINCSKD_5056	HOXB2	CGS001-3212	A549	96 h	1
LINCSKD_5057	HOXB4	CGS001-3214	A549	96 h	1
LINCSKD_5058	HOXB5	CGS001-3215	A549	96 h	1
LINCSKD_5059	HOXB7	CGS001-3217	A549	96 h	1
LINCSKD_5060	HOXC10	CGS001-3226	A549	96 h	1
LINCSKD_5061	HOXC4	CGS001-3221	A549	96 h	1
LINCSKD_5062	HOXC9	CGS001-3225	A549	96 h	1
LINCSKD_5063	HPD	CGS001-3242	A549	96 h	1
LINCSKD_5064	HPN	CGS001-3249	A549	96 h	1
LINCSKD_5065	HPRT1	CGS001-3251	A549	96 h	1
LINCSKD_5066	HRAS	CGS001-3265	A549	96 h	1
LINCSKD_5067	HRH1	CGS001-3269	A549	96 h	1
LINCSKD_5068	HS2ST1	CGS001-9653	A549	96 h	1
LINCSKD_5069	HS3ST3A1	CGS001-9955	A549	96 h	1
LINCSKD_5070	HSBP1	CGS001-3281	A549	96 h	1
LINCSKD_5071	HSD17B10	CGS001-3028	A549	96 h	1
LINCSKD_5072	HSD17B11	CGS001-51170	A549	96 h	1
LINCSKD_5073	HSD17B2	CGS001-3294	A549	96 h	1
LINCSKD_5074	HSD17B4	CGS001-3295	A549	96 h	1
LINCSKD_5075	HSD17B7	CGS001-51478	A549	96 h	1
LINCSKD_5076	HSD17B8	CGS001-7923	A549	96 h	1
LINCSKD_5077	HSF1	CGS001-3297	A549	96 h	1
LINCSKD_5078	HSF2	CGS001-3298	A549	96 h	1
LINCSKD_5079	HSF5	CGS001-124535	A549	96 h	1
LINCSKD_5080	HSP90AA1	CGS001-3320	A549	96 h	1
LINCSKD_5081	HSP90AB1	CGS001-3326	A549	96 h	1
LINCSKD_5082	HSP90B1	CGS001-7184	A549	96 h	1
LINCSKD_5083	HSPA1A	CGS001-3303	A549	96 h	1
LINCSKD_5084	HSPA1B	CGS001-3304	A549	96 h	1
LINCSKD_5085	HSPA2	CGS001-3306	A549	96 h	1
LINCSKD_5086	HSPA4	CGS001-3308	A549	96 h	1
LINCSKD_5087	HSPB1	CGS001-3315	A549	96 h	1
LINCSKD_5088	HSPE1	CGS001-3336	A549	96 h	1
LINCSKD_5089	HSPG2	CGS001-3339	A549	96 h	1
LINCSKD_5090	HTATIP2	CGS001-10553	A549	96 h	1
LINCSKD_5091	HTATSF1	CGS001-27336	A549	96 h	1
LINCSKD_5092	HTRA1	CGS001-5654	A549	96 h	1
LINCSKD_5093	HUS1	CGS001-3364	A549	96 h	1
LINCSKD_5094	HYAL1	CGS001-3373	A549	96 h	1
LINCSKD_5095	HYAL2	CGS001-8692	A549	96 h	1
LINCSKD_5096	HYOU1	CGS001-10525	A549	96 h	1
LINCSKD_5097	IARS	CGS001-3376	A549	96 h	1
LINCSKD_5098	IARS2	CGS001-55699	A549	96 h	1
LINCSKD_5099	ICAM1	CGS001-3383	A549	96 h	1
LINCSKD_5100	ICAM3	CGS001-3385	A549	96 h	1
LINCSKD_5101	ICMT	CGS001-23463	A549	96 h	1
LINCSKD_5102	ID1	CGS001-3397	A549	96 h	1
LINCSKD_5103	ID2	CGS001-3398	A549	96 h	1
LINCSKD_5104	ID3	CGS001-3399	A549	96 h	1
LINCSKD_5105	ID4	CGS001-3400	A549	96 h	1
LINCSKD_5106	IDE	CGS001-3416	A549	96 h	1
LINCSKD_5107	IDH3A	CGS001-3419	A549	96 h	1
LINCSKD_5108	IDH3B	CGS001-3420	A549	96 h	1
LINCSKD_5109	IDH3G	CGS001-3421	A549	96 h	1
LINCSKD_5110	IER3	CGS001-8870	A549	96 h	1
LINCSKD_5111	IFI16	CGS001-3428	A549	96 h	1
LINCSKD_5112	IFI30	CGS001-10437	A549	96 h	1
LINCSKD_5113	IFIH1	CGS001-64135	A549	96 h	1
LINCSKD_5114	IFIT5	CGS001-24138	A549	96 h	1
LINCSKD_5115	IFNAR2	CGS001-3455	A549	96 h	1
LINCSKD_5116	IFNB1	CGS001-3456	A549	96 h	1
LINCSKD_5117	IFNG	CGS001-3458	A549	96 h	1
LINCSKD_5118	IFNGR1	CGS001-3459	A549	96 h	1
LINCSKD_5119	IFNGR2	CGS001-3460	A549	96 h	1
LINCSKD_5120	IFRD2	CGS001-7866	A549	96 h	1
LINCSKD_5121	IGBP1	CGS001-3476	A549	96 h	1
LINCSKD_5122	IGF1	CGS001-3479	A549	96 h	1
LINCSKD_5123	IGF1R	CGS001-3480	A549	96 h	1
LINCSKD_5124	IGF2	CGS001-3481	A549	96 h	1
LINCSKD_5125	IGF2BP1	CGS001-10642	A549	96 h	1
LINCSKD_5126	IGF2BP2	CGS001-10644	A549	96 h	1
LINCSKD_5127	IGF2BP3	CGS001-10643	A549	96 h	1
LINCSKD_5128	IGF2R	CGS001-3482	A549	96 h	1
LINCSKD_5129	IGFBP2	CGS001-3485	A549	96 h	1
LINCSKD_5130	IGFBP3	CGS001-3486	A549	96 h	1
LINCSKD_5131	IGFBP5	CGS001-3488	A549	96 h	1
LINCSKD_5132	IGFBP6	CGS001-3489	A549	96 h	1
LINCSKD_5133	IGFBP7	CGS001-3490	A549	96 h	1
LINCSKD_5134	IGHMBP2	CGS001-3508	A549	96 h	1
LINCSKD_5135	IGSF8	CGS001-93185	A549	96 h	1
LINCSKD_5136	IKBKAP	CGS001-8518	A549	96 h	1
LINCSKD_5137	IKBKB	CGS001-3551	A549	96 h	1
LINCSKD_5138	IKBKE	CGS001-9641	A549	96 h	1
LINCSKD_5139	IKBKG	CGS001-8517	A549	96 h	1
LINCSKD_5140	IKZF1	CGS001-10320	A549	96 h	1
LINCSKD_5141	IL10	CGS001-3586	A549	96 h	1
LINCSKD_5142	IL11	CGS001-3589	A549	96 h	1
LINCSKD_5143	IL11RA	CGS001-3590	A549	96 h	1
LINCSKD_5144	IL12B	CGS001-3593	A549	96 h	1
LINCSKD_5145	IL13	CGS001-3596	A549	96 h	1
LINCSKD_5146	IL13RA1	CGS001-3597	A549	96 h	1
LINCSKD_5147	IL13RA2	CGS001-3598	A549	96 h	1
LINCSKD_5148	IL15	CGS001-3600	A549	96 h	1
LINCSKD_5149	IL15RA	CGS001-3601	A549	96 h	1
LINCSKD_5150	IL18	CGS001-3606	A549	96 h	1
LINCSKD_5151	IL18RAP	CGS001-8807	A549	96 h	1
LINCSKD_5152	IL1B	CGS001-3553	A549	96 h	1
LINCSKD_5153	IL1R1	CGS001-3554	A549	96 h	1
LINCSKD_5154	IL1R2	CGS001-7850	A549	96 h	1
LINCSKD_5155	IL1RAP	CGS001-3556	A549	96 h	1
LINCSKD_5156	IL20	CGS001-50604	A549	96 h	1
LINCSKD_5157	IL2	CGS001-3558	A549	96 h	1
LINCSKD_5158	IL23R	CGS001-149233	A549	96 h	1
LINCSKD_5159	IL27	CGS001-246778	A549	96 h	1
LINCSKD_5160	IL2RA	CGS001-3559	A549	96 h	1
LINCSKD_5161	IL2RB	CGS001-3560	A549	96 h	1
LINCSKD_5162	IL4	CGS001-3565	A549	96 h	1
LINCSKD_5163	IL4R	CGS001-3566	A549	96 h	1
LINCSKD_5164	IL5	CGS001-3567	A549	96 h	1
LINCSKD_5165	IL6	CGS001-3569	A549	96 h	1
LINCSKD_5166	IL6R	CGS001-3570	A549	96 h	1
LINCSKD_5167	IL6ST	CGS001-3572	A549	96 h	1
LINCSKD_5168	IL7R	CGS001-3575	A549	96 h	1
LINCSKD_5169	IL8	CGS001-3576	A549	96 h	1
LINCSKD_5170	ILF2	CGS001-3608	A549	96 h	1
LINCSKD_5171	ILK	CGS001-3611	A549	96 h	1
LINCSKD_5172	IMPA2	CGS001-3613	A549	96 h	1
LINCSKD_5173	IMPDH1	CGS001-3614	A549	96 h	1
LINCSKD_5174	IMPDH2	CGS001-3615	A549	96 h	1
LINCSKD_5175	ING2	CGS001-3622	A549	96 h	1
LINCSKD_5176	ING3	CGS001-54556	A549	96 h	1
LINCSKD_5177	INHBE	CGS001-83729	A549	96 h	1
LINCSKD_5178	INPP1	CGS001-3628	A549	96 h	1
LINCSKD_5179	INPP4B	CGS001-8821	A549	96 h	1
LINCSKD_5180	INPP5D	CGS001-3635	A549	96 h	1
LINCSKD_5181	INS	CGS001-3630	A549	96 h	1
LINCSKD_5182	INSIG1	CGS001-3638	A549	96 h	1
LINCSKD_5183	INSR	CGS001-3643	A549	96 h	1
LINCSKD_5184	INTS12	CGS001-57117	A549	96 h	1
LINCSKD_5185	INTS3	CGS001-65123	A549	96 h	1
LINCSKD_5186	IP6K1	CGS001-9807	A549	96 h	1
LINCSKD_5187	IP6K2	CGS001-51447	A549	96 h	1
LINCSKD_5188	IPMK	CGS001-253430	A549	96 h	1
LINCSKD_5189	IPO13	CGS001-9670	A549	96 h	1
LINCSKD_5190	IPO4	CGS001-79711	A549	96 h	1
LINCSKD_5191	IQGAP1	CGS001-8826	A549	96 h	1
LINCSKD_5192	IRAK2	CGS001-3656	A549	96 h	1
LINCSKD_5193	IRAK4	CGS001-51135	A549	96 h	1
LINCSKD_5194	IRF1	CGS001-3659	A549	96 h	1
LINCSKD_5195	IRF2	CGS001-3660	A549	96 h	1
LINCSKD_5196	IRF5	CGS001-3663	A549	96 h	1
LINCSKD_5197	IRF6	CGS001-3664	A549	96 h	1
LINCSKD_5198	IRF7	CGS001-3665	A549	96 h	1
LINCSKD_5199	IRF9	CGS001-10379	A549	96 h	1
LINCSKD_5200	IRGM	CGS001-345611	A549	96 h	1
LINCSKD_5201	IRS1	CGS001-3667	A549	96 h	1
LINCSKD_5202	IRS2	CGS001-8660	A549	96 h	1
LINCSKD_5203	ISL1	CGS001-3670	A549	96 h	1
LINCSKD_5204	ISOC1	CGS001-51015	A549	96 h	1
LINCSKD_5205	ISX	CGS001-91464	A549	96 h	1
LINCSKD_5206	ITCH	CGS001-83737	A549	96 h	1
LINCSKD_5207	ITGA1	CGS001-3672	A549	96 h	1
LINCSKD_5208	ITGA2	CGS001-3673	A549	96 h	1
LINCSKD_5209	ITGA3	CGS001-3675	A549	96 h	1
LINCSKD_5210	ITGA4	CGS001-3676	A549	96 h	1
LINCSKD_5211	ITGAE	CGS001-3682	A549	96 h	1
LINCSKD_5212	ITGAV	CGS001-3685	A549	96 h	1
LINCSKD_5213	ITGB1BP1	CGS001-9270	A549	96 h	1
LINCSKD_5214	ITGB2	CGS001-3689	A549	96 h	1
LINCSKD_5215	ITGB3	CGS001-3690	A549	96 h	1
LINCSKD_5216	ITGB5	CGS001-3693	A549	96 h	1
LINCSKD_5217	ITPK1	CGS001-3705	A549	96 h	1
LINCSKD_5218	ITPKA	CGS001-3706	A549	96 h	1
LINCSKD_5219	ITPR1	CGS001-3708	A549	96 h	1
LINCSKD_5220	ITPR2	CGS001-3709	A549	96 h	1
LINCSKD_5221	ITPR3	CGS001-3710	A549	96 h	1
LINCSKD_5222	JAG1	CGS001-182	A549	96 h	1
LINCSKD_5223	JAK1	CGS001-3716	A549	96 h	1
LINCSKD_5224	JAK2	CGS001-3717	A549	96 h	1
LINCSKD_5225	JAK3	CGS001-3718	A549	96 h	1
LINCSKD_5226	JAZF1	CGS001-221895	A549	96 h	1
LINCSKD_5227	JMJD6	CGS001-23210	A549	96 h	1
LINCSKD_5228	JMJD7-PLA2G4B	CGS001-8681	A549	96 h	1
LINCSKD_5229	JOSD1	CGS001-9929	A549	96 h	1
LINCSKD_5230	JUN	CGS001-3725	A549	96 h	1
LINCSKD_5231	JUNB	CGS001-3726	A549	96 h	1
LINCSKD_5232	KARS	CGS001-3735	A549	96 h	1
LINCSKD_5233	KAT2B	CGS001-8850	A549	96 h	1
LINCSKD_5234	KAT5	CGS001-10524	A549	96 h	1
LINCSKD_5235	KAT6A	CGS001-7994	A549	96 h	1
LINCSKD_5236	KAT6B	CGS001-23522	A549	96 h	1
LINCSKD_5237	KAT7	CGS001-11143	A549	96 h	1
LINCSKD_5238	KAZALD1	CGS001-81621	A549	96 h	1
LINCSKD_5239	KBTBD2	CGS001-25948	A549	96 h	1
LINCSKD_5240	KCNG1	CGS001-3755	A549	96 h	1
LINCSKD_5241	KCNJ11	CGS001-3767	A549	96 h	1
LINCSKD_5242	KCNK1	CGS001-3775	A549	96 h	1
LINCSKD_5243	KCNK2	CGS001-3776	A549	96 h	1
LINCSKD_5244	KCNMA1	CGS001-3778	A549	96 h	1
LINCSKD_5245	KCNN4	CGS001-3783	A549	96 h	1
LINCSKD_5246	KCNQ1	CGS001-3784	A549	96 h	1
LINCSKD_5247	KCTD2	CGS001-23510	A549	96 h	1
LINCSKD_5248	KCTD5	CGS001-54442	A549	96 h	1
LINCSKD_5249	KDELR2	CGS001-11014	A549	96 h	1
LINCSKD_5250	KDELR3	CGS001-11015	A549	96 h	1
LINCSKD_5251	KDM3A	CGS001-55818	A549	96 h	1
LINCSKD_5252	KDM4B	CGS001-23030	A549	96 h	1
LINCSKD_5253	KDM4C	CGS001-23081	A549	96 h	1
LINCSKD_5254	KDM5A	CGS001-5927	A549	96 h	1
LINCSKD_5255	KDM5B	CGS001-10765	A549	96 h	1
LINCSKD_5256	KDR	CGS001-3791	A549	96 h	1
LINCSKD_5257	KEAP1	CGS001-9817	A549	96 h	1
LINCSKD_5258	KHDRBS1	CGS001-10657	A549	96 h	1
LINCSKD_5259	KIAA0100	CGS001-9703	A549	96 h	1
LINCSKD_5260	KIAA0196	CGS001-9897	A549	96 h	1
LINCSKD_5261	KIAA0317	CGS001-9870	A549	96 h	1
LINCSKD_5262	KIAA0355	CGS001-9710	A549	96 h	1
LINCSKD_5263	KIAA0494	CGS001-9813	A549	96 h	1
LINCSKD_5264	KIAA0528	CGS001-9847	A549	96 h	1
LINCSKD_5265	KIAA0753	CGS001-9851	A549	96 h	1
LINCSKD_5266	KIAA0922	CGS001-23240	A549	96 h	1
LINCSKD_5267	KIAA1009	CGS001-22832	A549	96 h	1
LINCSKD_5268	KIAA1033	CGS001-23325	A549	96 h	1
LINCSKD_5269	KIAA1279	CGS001-26128	A549	96 h	1
LINCSKD_5270	KIF11	CGS001-3832	A549	96 h	1
LINCSKD_5271	KIF14	CGS001-9928	A549	96 h	1
LINCSKD_5272	KIF20A	CGS001-10112	A549	96 h	1
LINCSKD_5273	KIF21B	CGS001-23046	A549	96 h	1
LINCSKD_5274	KIF2C	CGS001-11004	A549	96 h	1
LINCSKD_5275	KIF5B	CGS001-3799	A549	96 h	1
LINCSKD_5276	KIF5C	CGS001-3800	A549	96 h	1
LINCSKD_5277	KIF9	CGS001-64147	A549	96 h	1
LINCSKD_5278	KIN	CGS001-22944	A549	96 h	1
LINCSKD_5279	KISS1R	CGS001-84634	A549	96 h	1
LINCSKD_5280	KIT	CGS001-3815	A549	96 h	1
LINCSKD_5281	KITLG	CGS001-4254	A549	96 h	1
LINCSKD_5282	KLF10	CGS001-7071	A549	96 h	1
LINCSKD_5283	KLF11	CGS001-8462	A549	96 h	1
LINCSKD_5284	KLF14	CGS001-136259	A549	96 h	1
LINCSKD_5285	KLF2	CGS001-10365	A549	96 h	1
LINCSKD_5286	KLF3	CGS001-51274	A549	96 h	1
LINCSKD_5287	KLF4	CGS001-9314	A549	96 h	1
LINCSKD_5288	KLF6	CGS001-1316	A549	96 h	1
LINCSKD_5289	KLF7	CGS001-8609	A549	96 h	1
LINCSKD_5290	KLHDC2	CGS001-23588	A549	96 h	1
LINCSKD_5291	KLHDC9	CGS001-126823	A549	96 h	1
LINCSKD_5292	KLHL9	CGS001-55958	A549	96 h	1
LINCSKD_5293	KLK6	CGS001-5653	A549	96 h	1
LINCSKD_5294	KLRC1	CGS001-3821	A549	96 h	1
LINCSKD_5295	KNDC1	CGS001-85442	A549	96 h	1
LINCSKD_5296	KNG1	CGS001-3827	A549	96 h	1
LINCSKD_5297	KRAS	CGS001-3845	A549	96 h	1
LINCSKD_5298	KREMEN1	CGS001-83999	A549	96 h	1
LINCSKD_5299	KRT19	CGS001-3880	A549	96 h	1
LINCSKD_5300	KRT25	CGS001-147183	A549	96 h	1
LINCSKD_5301	KRT26	CGS001-353288	A549	96 h	1
LINCSKD_5302	KRT8	CGS001-3856	A549	96 h	1
LINCSKD_5303	KSR2	CGS001-283455	A549	96 h	1
LINCSKD_5304	KTN1	CGS001-3895	A549	96 h	1
LINCSKD_5305	KYNU	CGS001-8942	A549	96 h	1
LINCSKD_5306	L1CAM	CGS001-3897	A549	96 h	1
LINCSKD_5307	L3MBTL4	CGS001-91133	A549	96 h	1
LINCSKD_5308	LACC1	CGS001-144811	A549	96 h	1
LINCSKD_5309	LAGE3	CGS001-8270	A549	96 h	1
LINCSKD_5310	LAMA3	CGS001-3909	A549	96 h	1
LINCSKD_5311	LAMB1	CGS001-3912	A549	96 h	1
LINCSKD_5312	LAMP2	CGS001-3920	A549	96 h	1
LINCSKD_5313	LAMTOR3	CGS001-8649	A549	96 h	1
LINCSKD_5314	LANCL1	CGS001-10314	A549	96 h	1
LINCSKD_5315	LAP3	CGS001-51056	A549	96 h	1
LINCSKD_5316	LARS	CGS001-51520	A549	96 h	1
LINCSKD_5317	LARS2	CGS001-23395	A549	96 h	1
LINCSKD_5318	LASP1	CGS001-3927	A549	96 h	1
LINCSKD_5319	LCK	CGS001-3932	A549	96 h	1
LINCSKD_5320	LCMT1	CGS001-51451	A549	96 h	1
LINCSKD_5321	LCN2	CGS001-3934	A549	96 h	1
LINCSKD_5322	LDHA	CGS001-3939	A549	96 h	1
LINCSKD_5323	LDHB	CGS001-3945	A549	96 h	1
LINCSKD_5324	LDLR	CGS001-3949	A549	96 h	1
LINCSKD_5325	LEF1	CGS001-51176	A549	96 h	1
LINCSKD_5326	LEPRE1	CGS001-64175	A549	96 h	1
LINCSKD_5327	LEPREL1	CGS001-55214	A549	96 h	1
LINCSKD_5328	LGALS1	CGS001-3956	A549	96 h	1
LINCSKD_5329	LGALS2	CGS001-3957	A549	96 h	1
LINCSKD_5330	LGALS3	CGS001-3958	A549	96 h	1
LINCSKD_5331	LGALS8	CGS001-3964	A549	96 h	1
LINCSKD_5332	LGMN	CGS001-5641	A549	96 h	1
LINCSKD_5333	LGR4	CGS001-55366	A549	96 h	1
LINCSKD_5334	LGR5	CGS001-8549	A549	96 h	1
LINCSKD_5335	LHPP	CGS001-64077	A549	96 h	1
LINCSKD_5336	LHX2	CGS001-9355	A549	96 h	1
LINCSKD_5337	LHX3	CGS001-8022	A549	96 h	1
LINCSKD_5338	LHX4	CGS001-89884	A549	96 h	1
LINCSKD_5339	LHX8	CGS001-431707	A549	96 h	1
LINCSKD_5340	LHX9	CGS001-56956	A549	96 h	1
LINCSKD_5341	LIF	CGS001-3976	A549	96 h	1
